x,y,ux,uy
0.513321686501254,0.533138333698163,0.65823653590341,0.34176346409659
0.670281428704222,0.464070822094003,0.766370075158441,0.233629924841559
0.305872964340294,0.275456276846007,0.00563412922884154,0.994365870771158
0.534418548843695,0.77576698629106,0.908166290103189,0.0918337098968108
0.662005298476699,0.65061794512381,0.982371961377134,0.0176280386228663
0.16056682496623,0.142388931175171,0.0420240646044061,0.957975935395594
0.285137834121592,0.101735242253293,0.0516114980603076,0.948388501939692
0.657305048565538,0.559868681095936,0.905202689819935,0.0947973101800653
0.617595012233106,0.468463450600832,0.713407520599965,0.286592479400034
0.136161083050552,0.294044249339187,0.0315308116831168,0.968469188316883
0.18275741193584,0.0645575461107393,0.0669408106721442,0.933059189327856
0.658853957566638,0.906895814743513,0.932593712467503,0.0674062875324972
0.322587458576676,0.381069371571704,0.057325178084654,0.942674821915346
0.502478632323941,0.641790536946351,0.809989492703014,0.190010507296986
0.534424116799122,0.820314913929018,0.901549473473836,0.0984505265261644
0.459093808332997,0.416961374602203,0.289898031345103,0.710101968654897
0.518680241842521,0.717819915086229,0.884331608072264,0.115668391927736
0.572166536274935,0.832302517435467,0.927050010599741,0.0729499894002588
0.856078183102279,0.556997370091134,0.902970875564076,0.097029124435924
0.0935618877177531,0.126961062995674,0.0647309620008721,0.935269037999128
0.153229730368176,0.320432347619696,0.029788080227242,0.970211919772758
0.573732830161928,0.857049104582435,0.919471710187795,0.0805282898122046
0.115063855745149,0.256535209655763,0.0377170159105228,0.962282984089477
0.269590977599481,0.337946202659667,0.0130194738105263,0.986980526189474
0.196449487081805,0.0547818318466536,0.0698300655716997,0.9301699344283
0.891555615293621,0.695988222776509,0.942396407698218,0.0576035923017816
0.625266092442601,0.908354497200597,0.922202893076436,0.0777971069235641
0.783934750598976,0.567137187788172,0.930199267192744,0.0698007328072558
0.908801083326842,0.630545248495235,0.919019511337592,0.0809804886624083
0.60829839054327,0.884164980281588,0.926399754498255,0.0736002455017448
0.566929660270424,0.684337956696118,0.93049172694538,0.06950827305462
0.57615181525973,0.674147309917828,0.93589505548387,0.0641049445161298
0.30416925599788,0.37669910011843,0.0444362849662704,0.95556371503373
0.559983844669953,0.784557065733249,0.930312674006115,0.069687325993885
0.126109620541883,0.310050516415344,0.0383266255964107,0.961673374403589
0.813171790559452,0.722564746397211,0.976965578842012,0.023034421157988
0.718905860581995,0.929584101147217,0.930284522785999,0.069715477214001
0.68499240150166,0.543995928012103,0.899555658608321,0.100444341391679
0.846760810740272,0.640229712815822,0.949808124997385,0.0501918750026153
0.297092124321466,0.210454416061901,0.0121737414381168,0.987826258561883
0.229544300281141,0.0770332471675131,0.0589263039229727,0.941073696077027
0.653527328170914,0.696480313792193,0.991652954594614,0.00834704540538571
0.665701328375983,0.526419059802822,0.864999912288573,0.135000087711427
0.50343441688843,0.628979157911809,0.797377049543222,0.202622950456778
0.763345312075934,0.720116228241356,0.992210923550006,0.00778907644999352
0.823927588872493,0.805833653628697,0.96269455695791,0.0373054430420896
0.382846064191436,0.394446933367408,0.126758725749697,0.873241274250303
0.702450172994884,0.89234020490046,0.946160177429115,0.0538398225708848
0.456642209114953,0.417742026604504,0.286310495562593,0.713689504437407
0.815573067590839,0.783060116165241,0.970013242555742,0.0299867574442578
0.324690050286191,0.343480435097295,0.0312496824465778,0.968750317553422
0.277811782748545,0.318261653657752,0.00693076007887314,0.993069239921127
0.852242174163865,0.50233714220917,0.860099173996679,0.139900826003322
0.545043085738243,0.784626106154296,0.917362367032664,0.082637632967336
0.334692172973787,0.357425647861171,0.0457323697687801,0.95426763023122
0.81692334016625,0.684604979843834,0.972870430620398,0.0271295693796021
0.591342955505234,0.573586786503551,0.862936526624518,0.137063473375482
0.393866003514722,0.430952373210243,0.195804767113686,0.804195232886314
0.67035357323702,0.759893325457267,0.991269836601054,0.00873016339894566
0.630274196634551,0.755558816830872,0.980090388495536,0.0199096115044637
0.797499560099216,0.740317804919194,0.981541987871169,0.0184580121288305
0.295943852324528,0.318716951902071,0.0102079924380194,0.989792007561981
0.394988318518522,0.388957887356139,0.135802789681788,0.864197210318212
0.678002678909231,0.917013090583806,0.931670592030345,0.0683294079696547
0.0652622344757481,0.158905147101396,0.0672790207707627,0.932720979229237
0.282273796783096,0.135624138119688,0.0363407392825606,0.963659260717439
0.668623027492905,0.571317887056783,0.924645066147,0.0753549338530001
0.619356724108914,0.623537993803067,0.944058280345145,0.055941719654855
0.915462921634878,0.69715418464541,0.931498683987155,0.0685013160128449
0.753925388133505,0.650830061255729,0.98453401804269,0.0154659819573099
0.865737826345279,0.68086729152962,0.951836932326508,0.0481630676734918
0.615623187046213,0.764780329501366,0.971465233619241,0.0285347663807593
0.738356347572074,0.818491037994447,0.9763632602401,0.0236367397598998
0.195218163303728,0.0777224011155477,0.060324304577374,0.939675695422626
0.324201988754637,0.265910252363841,0.0114642120140978,0.988535787985902
0.202608350245781,0.259964945477363,0.00791428272055742,0.992085717279443
0.483128657919241,0.788580620895968,0.851404483969682,0.148595516030318
0.331820544748431,0.28638211739023,0.0158226662929487,0.984177333707051
0.564631448179621,0.500261132442041,0.692045210427672,0.307954789572328
0.75074674892203,0.843049560542643,0.966461272076875,0.0335387279231252
0.912760094485466,0.771259514209255,0.934674516249515,0.0653254837504855
0.694075163391522,0.850041327113211,0.963956841132084,0.0360431588679161
0.532360351048087,0.537624888478533,0.706437928423004,0.293562071576996
0.846676386228334,0.886801540824065,0.933635577456267,0.0663644225437332
0.299749899716634,0.307297216102732,0.00808267844324038,0.99191732155676
0.883229401655443,0.652483843418343,0.937537039149595,0.0624629608504046
0.733456693607026,0.874288349574697,0.955038455647355,0.0449615443526452
0.627892324695459,0.869351755622849,0.940594152219176,0.0594058477808236
0.759783866335578,0.862284055740483,0.958246063765452,0.0417539362345475
0.41811210673402,0.444071358173091,0.260264285077903,0.739735714922097
0.108362431391943,0.217390247815687,0.0423868682550972,0.957613131744903
0.563896692765871,0.726231006582979,0.936943436311999,0.0630565636880013
0.0958092880510978,0.0936685217536664,0.0733576758483345,0.926642324151666
0.0792398021583468,0.195151596673392,0.0563524603562674,0.943647539643733
0.359131848394061,0.318537437186829,0.0408389609787049,0.959161039021295
0.805319053240033,0.64422061971274,0.967402881292199,0.0325971187078015
0.920626847767209,0.613676328698064,0.907440883266426,0.0925591167335742
0.803434031884158,0.504528396529485,0.868968502683059,0.13103149731694
0.894409158672549,0.807886068797486,0.937922793569161,0.0620772064308394
0.782330402956293,0.883260933637514,0.947401914679853,0.0525980853201471
0.830308125130284,0.723128057439745,0.970540513087319,0.0294594869126816
0.383631189392472,0.463190367114432,0.237633329034517,0.762366670965483
0.512200474220205,0.561249534192088,0.711076782760317,0.288923217239683
0.563202461290515,0.506285919075899,0.701894969944755,0.298105030055245
0.756581351404174,0.65497470402901,0.985282800282535,0.0147171997174648
0.25257578287298,0.314833803152256,0.00512544022128958,0.99487455977871
0.339135843829958,0.282738202472311,0.0189675220596242,0.981032477940376
0.664370019305779,0.47488023065565,0.779946854198172,0.220053145801828
0.794056677195079,0.51100449664933,0.87643905325081,0.12356094674919
0.292185272679754,0.304624493804122,0.00582469250418154,0.994175307495818
0.673540942125767,0.555532111117176,0.90867386217265,0.0913261378273497
0.549845843822847,0.604738615991999,0.846070911505276,0.153929088494724
0.771954816906083,0.792676193272982,0.979279145209077,0.0207208547909225
0.748446700263821,0.615092815530707,0.969584667733519,0.0304153322664805
0.72045660474168,0.912901988261426,0.937954454162893,0.0620455458371071
0.055741768619686,0.215967070292113,0.0640389724793681,0.935961027520632
0.296485002236008,0.308381518510312,0.00755192744002299,0.992448072559977
